EmployeeID,Age,Gender,MaritalStatus,Education,LevelBand,LevelBandNum,Department,Location,ShiftType,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,YearsSinceLastPromo,PromotionsLast3Yrs,Salary_Annual,MarketRateRatio,HikePercentLast,BonusPct,ManagerRating,TeamSize,DistanceFromHome,JobSatisfaction,EnvSatisfaction,RelationshipSat,WorkLifeBalance,AvgSatisfaction,PerformanceRating,AwardsReceived,RecognitionsReceived,TrainingLastYear,Leaves_30d,Leaves_90d,Leaves_180d,Leaves_365d,SickLeave_Annual,OverTime,BusinessTravel,NumCompaniesWorked,WFH_DaysPerWeek,AttritionProb_True,AttritionBinary,Attrition,IsUnderpaid,IsSeverelyUnderpaid,PayGapPct,StagnationIndex,RecognitionGap,LeaveSpike30,LeaveSpike90,LeaveVelocity,SatComposite,SatBelow2,OT_LowSat,WFH_SatInteraction,TravelDistance,IsNewJoiner,IsVeteran,CompanyLoyaltyScore,IsJobHopper,IsDisruptiveShift,IsFullWFH,IsMarried,CompositeRiskFlags,AttritionProb,RiskCategory
ML13109,42,Male,Married,PhD,P5,10,Marketing,Bengaluru,Rotational,0,0,0,22,1,1,4878292,1.139,10.9,12.7,3,9,56,2,3,4,4,3.25,3,2,0,6,2,8,10,13,0,No,None,0,1,0.0502,0,No,0,0,-13.9,0,1,0,1,13.0,3.1,0,0,2,0,1,0,0.0,0,1,0,1,1,0.1078,Low
ML13110,44,Male,Single,Bachelor,P2A,4,Sales,Mumbai,Rotational,0,0,0,22,0,1,857910,0.768,9.5,13.4,4,6,22,2,4,3,3,3.0,2,0,4,3,2,3,7,14,0,No,Frequent,6,0,0.4881,1,Yes,1,1,23.2,0,2,0,0,14.0,2.85,0,0,0,22,1,0,0.0,1,1,0,0,2,0.3435,High
ML13111,41,Male,Married,Master,P1C,3,Sales,Bengaluru,Flexible,4,0,0,20,1,1,793166,0.931,10.5,8.0,3,18,26,4,3,4,3,3.5,3,0,1,0,2,7,8,19,0,Yes,Frequent,6,2,0.1462,0,No,0,0,6.9,0,3,0,0,4.75,3.5,0,0,8,26,0,0,0.2,1,0,0,1,1,0.1725,Low
ML13112,29,Female,Single,Bachelor,P3B,8,QA,Bengaluru,Rotational,8,8,1,8,2,1,1979237,0.781,9.1,3.4,4,12,19,3,1,3,4,2.75,3,0,1,4,1,2,9,13,0,Yes,Rare,4,0,0.2454,0,No,1,1,21.9,1,3,0,0,1.62,2.9,0,0,0,0,0,0,1.0,1,1,0,0,3,0.375,High
ML13113,33,Male,Married,Master,P3A,7,Operations,Bengaluru,Day,0,0,0,11,0,2,1755536,0.998,9.9,6.5,5,22,56,2,3,3,2,2.5,3,0,3,2,1,2,8,12,2,Yes,Rare,6,0,0.1722,1,Yes,0,0,0.2,0,3,0,0,12.0,2.35,0,1,0,0,1,0,0.0,1,0,0,1,1,0.1872,Medium
ML13114,36,Male,Single,Bachelor,P2B,5,Engineering,Bengaluru,Day,7,4,3,14,3,1,1330075,0.79,14.6,14.4,3,15,22,4,2,2,2,2.5,4,3,0,0,1,2,10,15,4,Yes,None,7,2,0.2337,0,No,1,1,21.0,3,1,0,0,2.14,2.7,0,0,8,0,0,0,0.5,1,0,0,0,2,0.2926,Medium
ML13115,30,Female,Single,Bachelor,P3A,7,QA,Chennai,Day,4,2,0,10,1,1,1588559,0.864,7.2,2.9,4,10,20,4,2,2,2,2.5,4,0,1,4,1,3,7,19,1,No,Rare,2,0,0.0758,0,No,1,0,13.6,0,4,0,0,4.75,2.7,0,0,0,0,0,0,0.4,0,0,0,0,1,0.1699,Low
ML13116,29,Female,Single,Master,P1B,2,Marketing,Hyderabad,Day,12,3,2,8,6,0,659277,1.033,3.9,10.1,4,18,59,3,3,3,4,3.25,4,2,1,5,0,5,6,14,2,No,Rare,3,0,0.0566,0,No,0,0,-3.3,12,2,0,0,1.17,3.3,0,0,0,0,0,1,1.5,0,0,0,0,1,0.1096,Low
ML13117,29,Male,Married,Bachelor,P3A,7,Sales,WFH,Day,0,0,0,8,0,2,1250193,0.86,9.7,10.7,4,4,46,1,3,3,3,2.5,3,2,1,2,1,5,7,18,2,No,Frequent,3,5,0.1115,0,No,1,0,14.0,0,1,0,0,18.0,2.3,0,0,5,46,1,0,0.0,0,0,1,1,1,0.2928,Medium
ML13118,54,Male,Single,Bachelor,P2A,4,Sales,Hyderabad,Day,0,0,0,34,4,0,832198,0.851,9.9,13.6,3,18,18,1,3,4,1,2.25,4,2,2,6,2,4,8,14,2,No,Rare,7,2,0.5498,1,Yes,1,0,14.9,8,2,0,0,14.0,1.85,0,0,2,0,1,0,0.0,1,0,0,0,2,0.5616,Critical
ML13119,31,Male,Married,Master,P2A,4,Operations,Pune,Rotational,1,0,0,11,0,2,843963,0.911,13.1,3.6,3,23,19,3,3,3,4,3.25,3,0,3,6,1,5,10,20,2,No,Rare,5,1,0.055,0,No,0,0,8.9,0,3,0,0,20.0,3.3,0,0,3,0,1,0,0.09,1,1,0,1,1,0.117,Low
ML13120,42,Female,Married,Diploma,P1B,2,Sales,Bengaluru,Rotational,4,2,0,22,1,2,493553,0.729,8.5,0.0,3,7,40,4,2,3,4,3.25,3,1,1,4,1,3,7,7,3,No,Rare,2,2,0.201,0,No,1,1,27.1,0,2,0,0,1.75,3.45,0,0,8,0,0,0,0.18,0,1,0,1,2,0.1263,Low
ML13121,27,Male,Married,Master,P2A,4,Marketing,Hyderabad,Day,0,0,0,5,1,2,839057,0.832,7.3,7.1,3,23,29,3,2,4,3,3.0,4,0,1,0,1,1,9,17,1,No,None,1,2,0.2046,0,No,1,0,16.8,0,4,0,0,17.0,2.95,0,0,6,0,1,0,0.0,0,0,0,1,1,0.2346,Medium
ML13122,47,Male,Single,Master,P2A,4,Operations,Mumbai,Night,6,4,2,27,4,0,878209,0.83,6.7,12.8,5,22,2,1,3,3,3,2.5,3,0,0,3,2,3,11,14,1,No,None,5,1,0.5498,0,No,1,0,17.0,8,3,0,0,2.33,2.3,0,0,1,0,0,0,0.22,1,1,0,0,3,0.4149,High
ML13123,30,Female,Married,Master,P2B,5,Engineering,WFH,Day,1,1,1,8,0,1,1215769,0.923,6.6,16.9,4,23,11,2,3,3,1,2.25,3,2,1,6,2,2,3,19,1,No,Rare,6,5,0.0578,0,No,0,0,7.7,0,1,0,0,19.0,2.05,0,0,10,0,1,0,0.12,1,0,1,1,0,0.2608,Medium
ML13124,34,Female,Single,Master,P1C,3,QA,WFH,Night,2,2,2,14,10,0,684573,0.929,5.8,6.7,4,16,6,4,2,3,4,3.25,3,2,1,3,0,2,6,15,1,No,Rare,7,5,0.0902,1,Yes,0,0,7.1,20,1,0,0,7.5,3.45,0,0,20,0,0,0,0.14,1,1,1,0,2,0.2317,Medium
ML13125,22,Male,Married,Master,P1C,3,Sales,Bengaluru,Night,7,7,6,2,3,0,723789,0.849,4.3,5.8,2,24,34,3,2,4,3,3.0,2,2,1,5,1,2,6,10,3,No,Rare,0,1,0.333,0,No,1,0,15.1,6,0,0,0,1.43,2.95,0,0,3,0,0,0,3.5,0,1,0,1,3,0.409,High
ML13126,42,Male,Married,Master,P2C,6,Sales,Pune,Day,0,0,0,22,4,0,1048437,0.725,0.3,11.2,4,6,59,4,4,3,3,3.5,3,1,0,5,5,5,12,17,2,No,Frequent,4,3,0.5498,1,Yes,1,1,27.5,8,2,1,0,17.0,3.55,0,0,12,59,1,0,0.0,1,0,0,1,3,0.5514,Critical
ML13127,44,Male,Married,Master,P1B,2,Operations,Pune,Day,2,0,0,23,1,1,599454,1.023,12.4,20.4,4,20,56,4,4,4,3,3.75,2,0,1,1,3,3,6,11,0,No,None,5,0,0.0502,0,No,0,0,-2.3,0,2,1,0,5.5,3.7,0,0,0,0,0,0,0.09,1,0,0,1,1,0.0749,Low
ML13128,24,Male,Single,PhD,P3A,7,Marketing,Hyderabad,Flexible,7,7,1,4,8,0,1655474,0.946,9.9,12.3,3,14,30,4,3,2,4,3.25,3,0,1,3,0,3,6,9,0,No,Rare,2,0,0.1555,1,Yes,0,0,5.4,16,3,0,0,1.29,3.5,0,0,0,0,0,0,1.75,0,0,0,0,1,0.1376,Low
ML13129,43,Male,Married,Bachelor,P5,10,Finance,Bengaluru,Night,0,0,0,21,4,0,2720559,0.541,17.5,12.7,5,21,51,3,3,2,4,3.0,3,0,2,1,1,4,6,7,2,Yes,Rare,1,1,0.5498,1,Yes,1,1,45.9,8,3,0,0,7.0,3.15,0,0,3,0,1,0,0.0,0,1,0,1,4,0.378,High
ML13130,23,Female,Married,Bachelor,P2B,5,Marketing,Pune,Night,0,0,0,3,1,2,1109357,0.898,3.2,19.8,5,10,47,4,2,3,3,3.0,3,0,0,3,1,2,6,12,0,Yes,Rare,7,1,0.5498,1,Yes,1,0,10.2,0,3,0,0,12.0,3.15,0,0,4,0,1,0,0.0,1,1,0,1,3,0.3646,High
ML13131,39,Female,Single,Master,P5,10,QA,Chennai,Day,1,1,0,19,3,1,3618627,0.881,16.9,14.7,5,9,49,3,4,3,1,2.75,3,0,1,0,0,1,8,17,1,No,Rare,0,1,0.0716,0,No,1,0,11.9,3,3,0,0,17.0,2.6,0,0,3,0,1,0,0.05,0,0,0,0,1,0.162,Low
ML13132,31,Female,Married,PhD,P1A,1,Legal,Mumbai,Day,2,1,1,11,1,2,495315,0.768,8.4,10.8,3,4,14,3,3,3,3,3.0,3,1,3,0,0,2,7,16,4,No,Rare,1,1,0.0783,0,No,1,1,23.2,0,2,0,0,8.0,3.0,0,0,3,0,0,0,0.18,0,0,0,1,1,0.1186,Low
ML13133,44,Female,Single,PhD,P1A,1,Product,Hyderabad,Day,16,10,6,24,3,1,374337,0.675,2.7,4.4,4,24,1,4,2,2,3,2.75,3,0,0,6,2,3,15,15,3,Yes,Rare,5,0,0.3965,0,No,1,1,32.5,3,3,0,0,0.94,3.0,0,0,0,0,0,1,0.67,1,0,0,0,2,0.3621,High
ML13134,35,Male,Divorced,Bachelor,P3B,8,Sales,Bengaluru,Flexible,6,6,0,15,1,1,1977420,0.862,1.0,10.4,4,15,53,4,3,3,1,2.75,4,2,3,5,3,3,11,11,0,Yes,Rare,1,1,0.1987,0,No,1,0,13.8,0,2,1,0,1.83,2.75,0,0,4,0,0,0,0.4,0,0,0,0,3,0.2693,Medium
ML13135,41,Male,Married,Master,P3B,8,Sales,WFH,Day,8,5,3,21,3,1,2560781,1.426,6.9,13.6,3,18,16,3,2,4,2,2.75,3,1,1,2,3,4,9,11,1,No,None,2,5,0.0502,0,No,0,0,-42.6,3,2,1,0,1.38,2.65,0,0,15,0,0,0,0.38,0,0,1,1,1,0.0443,Low
ML13136,43,Female,Single,Other,P4,9,HR,Bengaluru,Day,4,1,1,22,5,0,2100627,0.769,12.6,4.8,3,24,53,3,2,3,3,2.75,1,1,1,3,0,4,4,12,3,No,Rare,3,0,0.4988,1,Yes,1,1,23.1,10,0,0,0,3.0,2.8,0,0,0,0,0,0,0.18,0,0,0,0,2,0.2541,Medium
ML13137,31,Male,Single,Bachelor,P1A,1,Engineering,Bengaluru,Flexible,5,1,0,11,3,1,500790,0.744,10.1,14.7,3,7,54,2,3,4,2,2.75,3,0,1,1,3,7,10,10,1,Yes,None,0,2,0.5498,0,No,1,1,25.6,3,3,1,0,2.0,2.5,0,1,4,0,0,0,0.45,0,0,0,0,3,0.5582,Critical
ML13138,33,Male,Married,Master,P3B,8,Operations,Mumbai,Night,1,1,0,13,1,2,1704501,0.752,7.6,9.4,4,22,37,4,2,3,4,3.25,2,0,2,0,3,6,11,18,2,No,Rare,7,0,0.1281,0,No,1,1,24.8,0,2,1,0,18.0,3.45,0,0,0,0,1,0,0.08,1,1,0,1,3,0.2203,Medium
ML13139,25,Male,Married,Bachelor,P2A,4,Sales,Chennai,Day,1,1,0,3,0,1,854361,0.891,13.6,8.9,3,21,41,3,2,4,2,2.75,3,0,1,6,0,4,6,16,1,No,None,5,2,0.3056,1,Yes,1,0,10.9,0,3,0,0,16.0,2.65,0,0,6,0,1,0,0.33,1,0,0,1,1,0.2513,Medium
ML13140,31,Female,Single,PhD,P2A,4,Sales,Pune,Rotational,3,2,0,10,2,0,967057,0.989,9.5,5.3,3,14,46,3,3,3,3,3.0,3,4,1,1,0,1,10,14,2,Yes,Frequent,6,2,0.5245,1,Yes,0,0,1.1,4,0,0,0,4.67,3.0,0,0,6,46,0,0,0.3,1,1,0,0,2,0.4505,Critical
ML13141,49,Female,Single,Bachelor,P1B,2,Sales,Bengaluru,Night,2,0,0,29,1,2,580459,0.857,2.7,11.8,4,6,39,2,4,3,3,3.0,3,0,0,2,1,5,5,13,1,No,Rare,6,0,0.5,1,Yes,1,0,14.3,0,3,0,0,6.5,2.85,0,0,0,0,0,0,0.07,1,1,0,0,2,0.2109,Medium
ML13142,40,Male,Married,Master,P6,11,Sales,Bengaluru,Flexible,5,5,3,19,1,1,5769050,0.96,14.2,13.4,2,21,53,3,3,3,4,3.25,1,0,1,1,1,4,9,24,1,No,None,2,1,0.0502,0,No,0,0,4.0,0,1,0,0,4.8,3.3,0,0,3,0,0,0,0.26,0,0,0,1,0,0.0577,Low
ML13143,25,Male,Single,Bachelor,P1A,1,Sales,Chennai,Day,2,1,1,3,3,1,440621,0.938,4.8,4.6,2,17,54,1,4,4,4,3.25,3,2,2,3,0,2,7,14,4,No,None,7,1,0.5037,1,Yes,0,0,6.2,3,1,0,0,7.0,2.95,0,0,1,0,0,0,0.67,1,0,0,0,0,0.2317,Medium
ML13144,47,Female,Single,Bachelor,P4,9,Marketing,Mumbai,Rotational,0,0,0,26,0,2,2861691,0.901,4.8,12.6,4,14,19,3,2,2,1,2.0,3,1,2,1,1,3,7,20,2,No,Rare,1,2,0.4239,0,No,0,0,9.9,0,2,0,0,20.0,2.05,0,0,6,0,1,0,0.0,0,1,0,0,1,0.242,Medium
ML13145,37,Male,Married,Bachelor,P3A,7,Marketing,Bengaluru,Day,5,1,0,16,0,2,1546217,0.807,8.1,14.5,4,7,25,4,3,3,2,3.0,3,1,1,1,1,6,6,14,1,No,Rare,2,1,0.0502,0,No,1,0,19.3,0,2,0,0,2.8,3.05,0,0,4,0,0,0,0.31,0,0,0,1,1,0.0803,Low
ML13146,40,Male,Married,Bachelor,P3B,8,Sales,WFH,Rotational,2,0,0,18,0,2,2168182,1.208,10.3,14.2,3,7,20,3,3,1,3,2.5,3,2,1,5,0,3,5,8,3,Yes,None,0,5,0.0502,0,No,0,0,-20.8,0,1,0,0,4.0,2.7,0,0,15,0,0,0,0.11,0,1,1,1,2,0.0445,Low
ML13147,37,Female,Married,PhD,P3B,8,Engineering,Bengaluru,Flexible,3,0,0,15,2,0,1827325,0.62,6.4,11.1,3,19,16,3,2,4,4,3.25,3,0,0,5,0,4,7,16,2,No,Rare,2,0,0.0704,0,No,1,1,38.0,4,3,0,0,5.33,3.25,0,0,0,0,0,0,0.2,0,0,0,1,1,0.2322,Medium
ML13148,37,Female,Single,Bachelor,P4,9,Product,Hyderabad,Flexible,11,4,1,15,8,0,2463074,0.79,2.0,8.4,4,6,5,3,1,1,2,1.75,3,0,0,0,0,5,7,15,2,No,Rare,4,3,0.3824,1,Yes,1,1,21.0,16,3,0,0,1.36,2.0,1,0,9,0,0,1,0.73,1,0,0,0,2,0.3624,High
ML13149,22,Male,Married,Bachelor,P1B,2,Engineering,Bengaluru,Flexible,7,7,0,1,6,0,737949,0.848,6.6,8.7,5,24,25,3,1,3,3,2.5,3,1,3,1,3,3,9,10,0,No,Frequent,7,1,0.5498,1,Yes,1,0,15.2,12,2,1,0,1.43,2.6,0,0,3,25,0,0,7.0,1,0,0,1,3,0.4239,High
ML13150,42,Male,Married,PhD,P1A,1,HR,Pune,Rotational,2,1,0,22,2,0,478355,1.079,13.0,3.0,5,10,43,4,4,3,3,3.5,3,1,2,5,1,1,4,14,1,No,Frequent,6,1,0.0558,0,No,0,0,-7.9,4,2,0,0,7.0,3.55,0,0,4,43,0,0,0.09,1,1,0,1,1,0.1063,Low
ML13151,22,Female,Married,Bachelor,P3A,7,HR,Chennai,Day,8,7,6,0,1,1,1632414,1.059,9.0,6.9,3,13,27,4,3,3,4,3.5,3,0,1,3,1,6,6,16,3,No,None,1,1,0.0502,0,No,0,0,-5.9,0,3,0,0,2.0,3.65,0,0,4,0,0,0,8.0,0,0,0,1,0,0.0402,Low
ML13152,42,Male,Divorced,Master,P2A,4,Marketing,Mumbai,Day,3,3,0,20,2,0,829948,0.72,13.5,8.5,2,6,1,1,3,2,3,2.25,4,0,1,4,1,4,10,10,0,No,None,7,1,0.4485,1,Yes,1,1,28.0,4,4,0,0,3.33,2.15,0,0,1,0,0,0,0.15,1,0,0,0,1,0.3132,Medium
ML13153,34,Female,Single,Bachelor,P1B,2,Product,Pune,Day,0,0,0,14,2,0,486068,0.679,11.1,6.0,4,10,13,2,2,4,4,3.0,4,1,1,6,0,2,6,16,2,No,Rare,7,2,0.5498,1,Yes,1,1,32.1,4,3,0,0,16.0,2.9,0,0,4,0,1,0,0.0,1,0,0,0,1,0.4571,Critical
ML13154,40,Female,Married,Diploma,P1B,2,Marketing,Delhi,Night,3,2,1,19,1,2,587356,0.863,6.8,10.7,5,6,9,2,3,2,3,2.5,4,1,1,5,1,1,6,14,2,No,Rare,7,0,0.1768,0,No,1,0,13.7,0,3,0,0,4.67,2.5,0,0,0,0,0,0,0.16,1,1,0,1,2,0.1591,Low
ML13155,35,Female,Married,Master,P2A,4,Infra,Chennai,Day,5,5,0,15,0,1,907991,0.927,6.1,17.5,3,17,52,4,3,3,3,3.25,4,1,2,4,2,2,6,10,4,No,Frequent,2,2,0.0687,0,No,0,0,7.3,0,3,0,0,2.0,3.35,0,0,8,52,0,0,0.33,0,0,0,1,0,0.1413,Low
ML13156,42,Male,Single,Bachelor,P1A,1,Product,Mumbai,Rotational,4,3,2,20,6,0,473593,0.747,9.8,18.4,3,23,1,4,4,4,3,3.75,3,0,0,0,0,3,7,16,3,No,None,1,1,0.3615,1,Yes,1,1,25.3,12,3,0,0,4.0,3.7,0,0,4,0,0,0,0.2,0,1,0,0,3,0.3307,High
ML13157,34,Male,Divorced,Master,P1A,1,Engineering,Mumbai,Rotational,1,0,0,12,10,0,456431,0.65,9.8,7.1,3,18,2,4,1,3,3,2.75,3,1,0,5,3,3,5,18,6,No,Rare,6,0,0.5498,1,Yes,1,1,35.0,20,2,1,0,18.0,2.95,0,0,0,0,1,0,0.08,1,1,0,0,4,0.78,Critical
ML13158,36,Male,Married,Bachelor,P5,10,Engineering,Delhi,Flexible,13,12,0,16,6,0,3116657,0.6,9.5,18.8,1,14,50,1,4,3,2,2.5,3,1,1,6,1,3,7,7,3,No,Rare,0,0,0.5498,1,Yes,1,1,40.0,12,2,0,0,0.54,2.2,0,0,0,0,0,1,0.81,0,0,0,1,2,0.4022,High
ML13159,37,Male,Single,Bachelor,P2A,4,Sales,Bengaluru,Day,4,2,0,15,0,1,760251,0.71,9.8,15.7,5,19,38,3,4,2,2,2.75,3,0,0,3,0,3,5,12,3,No,None,7,0,0.1833,0,No,1,1,29.0,0,3,0,0,3.0,2.75,0,0,0,0,0,0,0.27,1,0,0,0,1,0.1801,Medium
ML13160,49,Male,Single,Bachelor,P6,11,Sales,Bengaluru,Rotational,21,21,8,29,8,0,5181030,0.862,8.4,6.5,4,9,27,1,4,4,4,3.25,3,3,2,4,1,6,6,13,0,Yes,None,2,2,0.5498,0,No,1,0,13.8,16,0,0,0,0.62,2.95,0,1,2,0,0,1,0.72,0,1,0,0,4,0.259,Medium
ML13161,38,Male,Single,Master,P6,11,HR,Bengaluru,Rotational,2,1,1,16,2,1,5678080,1.02,8.5,12.5,1,8,14,2,4,3,3,3.0,3,0,0,2,0,3,11,17,0,No,Frequent,4,0,0.0629,0,No,0,0,-2.0,1,3,0,0,8.5,2.85,0,0,0,14,0,0,0.12,1,1,0,0,1,0.1712,Low
ML13162,23,Male,Divorced,Master,P1B,2,Engineering,Chennai,Flexible,21,9,9,3,3,1,569913,0.732,5.7,9.9,3,7,25,4,3,3,2,3.0,4,0,3,3,0,2,9,10,2,Yes,None,3,3,0.3329,0,No,1,1,26.8,3,4,0,0,0.48,3.05,0,0,12,0,0,1,7.0,0,0,0,0,2,0.2848,Medium
ML13163,29,Female,Divorced,Bachelor,P3B,8,Engineering,Bengaluru,Rotational,10,4,4,8,1,1,1954542,0.663,4.8,0.0,2,7,8,3,4,3,1,2.75,1,2,0,6,1,1,7,17,2,Yes,Rare,3,3,0.5498,1,Yes,1,1,33.7,0,0,0,0,1.7,2.6,0,0,9,0,0,1,1.25,0,1,0,0,3,0.5186,Critical
ML13164,38,Male,Married,Master,P3A,7,Sales,Mumbai,Day,2,2,1,16,2,1,1481865,0.765,12.0,3.6,3,22,15,3,2,3,4,3.0,3,0,1,1,0,4,9,19,0,Yes,Rare,4,2,0.2344,1,Yes,1,1,23.5,1,3,0,0,9.5,3.1,0,0,6,0,0,0,0.12,1,0,0,1,2,0.2146,Medium
ML13165,44,Male,Single,Bachelor,P3B,8,Operations,Pune,Day,5,5,2,24,1,1,1733619,0.874,5.0,13.5,2,20,28,1,3,1,4,2.25,3,3,2,2,2,7,9,15,0,No,Rare,2,0,0.0722,0,No,1,0,12.6,0,0,0,0,3.0,2.3,0,0,0,0,0,0,0.21,0,0,0,0,1,0.1318,Low
ML13166,28,Male,Married,Master,P1A,1,Operations,Bengaluru,Flexible,4,2,2,6,3,0,533424,1.074,1.5,2.2,3,11,19,2,4,3,3,3.0,4,1,0,6,3,6,6,16,3,Yes,None,5,3,0.4568,0,No,0,0,-7.4,6,3,1,0,4.0,2.85,0,1,6,0,0,0,0.67,1,0,0,1,3,0.3155,Medium
ML13167,51,Female,Married,Bachelor,P1B,2,Infra,Mumbai,Rotational,1,0,0,31,3,1,598853,0.83,7.6,19.0,4,13,32,3,2,4,4,3.25,3,2,0,2,2,3,5,15,3,No,Rare,1,0,0.0872,0,No,1,0,17.0,3,1,0,0,15.0,3.25,0,0,0,0,1,0,0.03,0,1,0,1,2,0.2528,Medium
ML13168,35,Male,Single,Bachelor,P1A,1,Engineering,Hyderabad,Rotational,1,0,0,13,1,2,394447,0.642,10.1,15.0,3,17,22,3,3,2,2,2.5,3,1,1,4,1,2,3,17,3,No,Rare,2,3,0.5498,0,No,1,1,35.8,0,2,0,0,17.0,2.55,0,0,9,0,1,0,0.08,0,1,0,0,2,0.4634,Critical
ML13169,37,Female,Single,Master,P3A,7,Sales,Bengaluru,Rotational,1,0,0,16,3,1,1846981,0.994,8.3,13.4,3,18,45,2,4,3,4,3.25,3,0,1,4,1,3,9,17,1,No,None,4,0,0.0809,0,No,0,0,0.6,3,3,0,0,17.0,3.15,0,0,0,0,1,0,0.06,1,1,0,0,1,0.1709,Low
ML13170,23,Male,Married,Master,P6,11,Infra,WFH,Rotational,2,1,1,1,2,1,5630754,1.173,4.2,2.2,2,19,31,2,4,3,3,3.0,3,0,4,3,3,3,6,13,2,No,Rare,6,5,0.0502,0,No,0,0,-17.3,1,3,1,0,6.5,2.85,0,0,10,0,0,0,2.0,1,1,1,1,2,0.1087,Low
ML13171,42,Female,Married,PhD,P3A,7,Operations,Bengaluru,Rotational,6,2,2,22,2,0,1159389,0.659,13.4,15.2,2,18,2,3,3,2,3,2.75,3,1,0,1,2,2,11,17,1,No,Rare,5,3,0.2569,0,No,1,1,34.1,4,2,0,0,2.83,2.85,0,0,9,0,0,0,0.27,1,1,0,1,2,0.2771,Medium
ML13172,30,Female,Married,Master,P3B,8,Marketing,Delhi,Flexible,0,0,0,8,1,1,1465257,0.636,9.9,14.8,3,22,3,3,4,3,1,2.75,3,2,1,2,2,7,9,19,6,No,None,4,1,0.1657,1,Yes,1,1,36.4,0,1,0,0,19.0,2.6,0,0,3,0,1,0,0.0,1,0,0,1,1,0.2235,Medium
ML13173,28,Male,Married,Diploma,P6,11,HR,Hyderabad,Flexible,4,2,2,7,0,1,7098978,1.397,13.6,14.5,4,17,23,3,3,3,1,2.5,3,0,0,3,0,3,10,12,1,Yes,Rare,6,0,0.0502,0,No,0,0,-39.7,0,3,0,0,3.0,2.4,0,0,0,0,0,0,0.57,1,0,0,1,1,0.058,Low
ML13174,31,Female,Single,Diploma,P3A,7,Engineering,Bengaluru,Day,2,2,2,9,3,1,1599423,0.671,8.8,14.7,4,13,1,3,3,4,2,3.0,3,0,3,5,1,2,6,13,6,No,Rare,7,3,0.2216,0,No,1,1,32.9,3,3,0,0,6.5,2.85,0,0,9,0,0,0,0.22,1,0,0,0,1,0.2476,Medium
ML13175,45,Female,Single,Other,P1A,1,Product,Bengaluru,Day,2,0,0,25,4,0,492668,0.811,11.0,18.7,3,14,4,4,4,1,3,3.0,3,1,0,4,1,3,6,15,4,No,Rare,6,2,0.3183,0,No,1,0,18.9,8,2,0,0,7.5,3.25,0,0,8,0,0,0,0.08,1,0,0,0,2,0.1748,Low
ML13176,37,Male,Married,Bachelor,P4,9,Marketing,Hyderabad,Day,9,6,3,16,0,2,1801552,0.648,4.4,6.4,3,14,58,2,3,3,1,2.25,4,0,2,2,5,5,5,12,2,Yes,Rare,2,0,0.5498,0,No,1,1,35.2,0,4,1,0,1.33,2.05,0,1,0,0,0,0,0.56,0,0,0,1,3,0.5713,Critical
ML13177,26,Male,Married,Bachelor,P2A,4,Marketing,Mumbai,Day,11,0,0,5,8,0,957471,0.831,0.0,9.0,4,7,59,1,2,3,3,2.25,4,0,0,3,2,6,6,13,2,No,Rare,7,0,0.5498,0,No,1,0,16.9,16,4,0,0,1.18,2.1,0,0,0,0,0,1,2.2,1,0,0,1,2,0.4805,Critical
ML13178,29,Female,Single,Master,P1A,1,HR,Bengaluru,Rotational,0,0,0,9,7,0,448015,0.922,9.1,5.6,4,7,16,3,4,4,4,3.75,3,1,2,4,3,4,7,8,3,No,Rare,0,1,0.5498,1,Yes,0,0,7.8,14,2,1,0,8.0,3.65,0,0,3,0,1,0,0.0,0,1,0,0,3,0.2996,Medium
ML13179,45,Female,Married,Bachelor,P2C,6,Sales,WFH,Flexible,3,3,3,24,4,0,1492026,1.203,3.7,13.9,4,24,52,2,3,4,4,3.25,3,1,1,3,1,2,5,17,2,No,Rare,4,5,0.087,0,No,0,0,-20.3,8,2,0,0,5.67,3.1,0,0,10,0,0,0,0.12,1,0,1,1,1,0.0705,Low
ML13180,32,Female,Married,Master,P5,10,Sales,Hyderabad,Day,6,1,0,11,0,1,3309071,0.873,12.5,8.8,5,22,45,2,4,4,4,3.5,3,1,1,6,2,4,8,13,2,No,Frequent,6,0,0.0597,0,No,1,0,12.7,0,2,0,0,2.17,3.3,0,0,0,45,0,0,0.55,1,0,0,1,1,0.114,Low
ML13181,38,Male,Single,Bachelor,P1C,3,Operations,WFH,Day,0,0,0,17,5,0,795350,1.259,12.7,3.3,5,16,58,3,3,3,4,3.25,4,1,2,5,1,2,7,16,2,No,Rare,3,5,0.0502,0,No,0,0,-25.9,10,3,0,0,16.0,3.3,0,0,15,0,1,0,0.0,0,0,1,0,1,0.0717,Low
ML13182,40,Male,Single,Master,P2C,6,Finance,Bengaluru,Night,7,0,0,18,1,1,1436063,0.749,10.2,10.4,4,12,36,2,2,3,3,2.5,3,0,1,3,1,7,7,10,3,No,Rare,0,1,0.3526,1,Yes,1,1,25.1,0,3,0,0,1.43,2.45,0,0,2,0,0,0,0.39,0,1,0,0,2,0.2446,Medium
ML13183,22,Female,Divorced,Bachelor,P1B,2,Engineering,Bengaluru,Rotational,0,0,0,0,7,0,655370,0.753,5.6,0.0,2,17,26,2,3,2,2,2.25,1,0,3,3,2,7,9,9,0,Yes,None,0,0,0.5498,0,No,1,1,24.7,14,1,0,0,9.0,2.2,0,1,0,0,1,0,0.0,0,1,0,0,4,0.7472,Critical
